name,glon,glat,ra,dec,nband,flux1,flux2,flux3,flux4,flux5,flux6,flux7,flux_err1,flux_err2,flux_err3,flux_err4,flux_err5,flux_err6,flux_err7,ercsc_name,note
PLCKERC G215.40-09.02,215.405167,-9.020627,95.919289,-6.282127,2,null,null,null,null,null,null,2353.124,null,null,null,null,null,null,283.931,PLCKERC545 G033.90-06.95,0
PLCKERC G215.44-16.38,215.441254,-16.386660,89.256493,-9.556726,4,null,null,null,null,null,1889.256,7131.371,null,null,null,null,null,220.986,780.018,PLCKERC857 G033.90-06.95,0
PLCKERC G215.46-08.09,215.465698,-8.099098,96.774971,-5.923131,1,835.699,null,null,null,null,null,null,71.602,null,null,null,null,null,null,null,0
PLCKERC G215.46+39.25,215.467972,39.259281,139.667007,14.955503,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G215.47+00.30,215.472717,0.301382,104.286995,-2.123563,4,null,null,null,null,null,1424.177,4628.792,null,null,null,null,null,165.287,541.627,null,0
PLCKERC G215.47-11.67,215.479202,-11.672695,93.559181,-7.526878,1,null,null,null,null,null,1052.832,null,null,null,null,null,null,177.025,null,null,0
PLCKERC G215.53+06.21,215.536102,6.210962,109.572052,0.523273,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G215.55-15.05,215.550201,-15.050410,90.522621,-9.071472,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G215.57+10.21,215.573425,10.215163,113.151390,2.321122,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G033.96+28.25,0
PLCKERC G215.57-15.68,215.573730,-15.684313,89.954185,-9.367316,1,null,null,null,null,null,null,4397.106,null,null,null,null,null,null,847.686,PLCKERC545 G033.95+28.25,0
PLCKERC G215.58-15.73,215.584793,-15.734332,89.913185,-9.398604,1,null,null,null,null,null,1180.735,null,null,null,null,null,null,212.243,null,PLCKERC857 G033.94+28.24,0
PLCKERC G215.58-37.86,215.589645,-37.867714,68.973763,-18.208736,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G215.59+10.59,215.592758,10.598534,113.501503,2.479146,4,null,null,null,null,null,485.339,1683.628,null,null,null,null,null,75.943,183.347,null,0
PLCKERC G215.63-26.16,215.634048,-26.162468,80.263840,-13.810413,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G215.69-22.62,215.698044,-22.628880,83.600349,-12.420707,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G244.57-07.98,244.571503,-7.986643,110.507935,-31.714828,3,null,null,null,null,null,591.392,1784.185,null,null,null,null,null,64.696,88.421,null,0
PLCKERC G244.57+23.64,244.579651,23.646431,139.316681,-14.174348,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G244.58+00.88,244.589874,0.881607,119.413994,-27.389463,2,null,null,null,null,null,1080.498,3349.482,null,null,null,null,null,158.702,573.759,null,0
PLCKERC G244.62+80.98,244.624939,80.988243,184.585678,22.155167,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G244.62+80.65,244.627686,80.654762,184.291962,21.962547,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G244.66-07.37,244.662354,-7.374580,111.195465,-31.515015,1,null,null,null,null,null,null,1141.940,null,null,null,null,null,null,213.064,PLCKERC353 G038.14-32.44,0
PLCKERC G244.72-26.61,244.726089,-26.619953,89.247185,-38.573296,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G038.14-32.45,0
PLCKERC G244.76+54.92,244.766541,54.920200,163.460144,5.932666,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G038.15-32.44,0
PLCKERC G244.77-54.06,244.772079,-54.065376,53.568348,-40.146500,8,2345.345,2356.319,1887.988,1718.297,1409.983,1057.770,881.885,60.950,107.407,129.583,64.714,37.955,44.565,59.044,null,0
PLCKERC G244.79-00.34,244.792740,-0.349398,118.342339,-28.200533,4,null,null,null,null,null,1472.524,5369.890,null,null,null,null,null,151.613,609.507,null,0
PLCKERC G244.79+69.68,244.793350,69.682640,175.053589,15.336770,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G244.92+23.85,244.925476,23.858282,139.691483,-14.288775,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G244.94+45.31,244.948334,45.316551,156.257767,-0.434637,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G244.96-80.43,244.964783,-80.439484,22.403330,-31.874046,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.01+04.94,245.012482,4.945518,123.501495,-25.569986,3,null,null,null,null,null,null,847.136,null,null,null,null,null,null,86.828,null,0
PLCKERC G245.06+04.06,245.062622,4.067581,122.714859,-26.091480,1,null,null,null,null,null,null,1394.055,null,null,null,null,null,null,202.161,PLCKERC545 G038.16-33.36,0
PLCKERC G245.06+26.23,245.063721,26.231806,141.667679,-12.888861,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.06-13.71,245.069199,-13.712678,104.577347,-34.612747,2,null,null,null,null,null,null,1013.641,null,null,null,null,null,null,125.248,null,0
PLCKERC G245.08-54.69,245.086716,-54.690189,52.723240,-40.231251,1,null,null,null,null,null,200.679,null,null,null,null,null,null,37.121,null,null,0
PLCKERC G245.09-00.92,245.094650,-0.920596,117.960548,-28.752607,4,null,null,null,null,null,1184.252,3934.860,null,null,null,null,null,123.777,472.738,null,0
PLCKERC G245.17+45.47,245.179871,45.477520,156.485962,-0.451382,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.22-68.28,245.225235,-68.284218,35.863838,-36.837788,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.30+72.49,245.308624,72.496048,177.459824,16.949583,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.34-23.74,245.341324,-23.743748,92.975731,-38.332745,2,null,null,null,null,null,null,588.407,null,null,null,null,null,null,76.455,null,0
PLCKERC G245.36+10.05,245.361023,10.057193,128.347031,-22.973074,3,null,null,null,null,null,null,1149.899,null,null,null,null,null,null,84.207,null,0
PLCKERC G245.36-20.14,245.365341,-20.143253,97.317162,-37.239544,1,null,null,809.736,null,null,null,null,null,null,140.229,null,null,null,null,PLCKERC857 G038.16+31.23,0
PLCKERC G245.37-16.66,245.371094,-16.662579,101.380898,-36.021858,1,null,null,null,null,null,null,854.685,null,null,null,null,null,null,138.711,null,0
PLCKERC G245.42+46.25,245.427628,46.258942,157.187119,-0.065690,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.47+10.94,245.477402,10.944072,129.202118,-22.551233,4,1399.181,null,799.871,482.346,393.147,null,null,72.046,null,118.565,78.316,57.962,null,null,null,0
PLCKERC G245.50+53.31,245.502243,53.315216,162.524536,4.556502,2,null,null,null,530.170,362.117,null,null,null,null,null,65.109,37.023,null,null,null,0
PLCKERC G245.54-22.92,245.540939,-22.922565,94.044724,-38.268166,3,null,null,null,null,null,null,544.655,null,null,null,null,null,null,72.513,null,0
PLCKERC G245.55+05.87,245.553116,5.874891,124.689545,-25.504627,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.71-24.11,245.710999,-24.110096,92.649475,-38.760868,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G038.16-35.19,0
PLCKERC G245.74-17.84,245.747162,-17.843964,100.176353,-36.786591,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.75+46.17,245.750198,46.170654,157.268784,-0.291409,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.76-25.97,245.765045,-25.974422,90.354729,-39.309658,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.78-18.93,245.789642,-18.932489,98.917931,-37.206577,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.90-55.00,245.901901,-55.009079,52.205727,-40.639652,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.93+25.48,245.932266,25.485830,141.587845,-13.966502,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G245.94-27.96,245.942551,-27.964302,87.898216,-39.946270,3,null,null,null,null,null,null,533.355,null,null,null,null,null,null,59.571,null,0
PLCKERC G245.98-00.57,245.984848,-0.577798,118.820549,-29.339607,1,null,null,null,null,null,null,2519.169,null,null,null,null,null,null,249.672,null,0
PLCKERC G245.99-44.57,245.996780,-44.572495,66.012093,-41.752514,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.02+01.26,246.020264,1.268742,120.637718,-28.402142,5,null,null,null,null,1469.927,2895.577,11744.236,null,null,null,null,74.394,281.020,1128.811,PLCKERC545 G038.21-30.50,0
PLCKERC G246.04-28.72,246.045776,-28.727695,86.952217,-40.205193,3,null,null,null,null,null,null,461.966,null,null,null,null,null,null,74.736,PLCKERC857 G038.22-30.50,0
PLCKERC G246.05-26.21,246.052780,-26.215086,90.138412,-39.620785,2,562.078,null,null,null,238.916,null,null,94.874,null,null,null,54.544,null,null,null,0
PLCKERC G246.05+46.39,246.055405,46.396908,157.578033,-0.298389,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.08+72.69,246.082504,72.699989,177.777267,16.895569,3,null,null,null,null,null,null,966.142,null,null,null,null,null,null,146.687,null,0
PLCKERC G246.10+14.82,246.107941,14.822511,132.951859,-20.741629,1,null,null,null,null,null,null,678.870,null,null,null,null,null,null,88.230,null,0
PLCKERC G246.12-17.49,246.124847,-17.499609,100.739830,-36.998726,3,null,null,null,null,null,null,740.127,null,null,null,null,null,null,118.749,null,0
PLCKERC G246.12-23.74,246.125351,-23.749956,93.230965,-39.022205,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.12+02.55,246.127106,2.558478,121.937729,-27.802282,3,null,null,null,null,null,680.741,2497.736,null,null,null,null,null,99.956,312.484,PLCKERC353 G038.30+33.10,0
PLCKERC G246.27+00.04,246.277359,0.042374,119.602402,-29.266737,1,null,null,null,null,null,null,2808.636,null,null,null,null,null,null,497.165,PLCKERC545 G038.30+33.09,0
PLCKERC G246.29+16.52,246.291885,16.524641,134.506668,-19.846052,4,685.850,null,null,625.811,399.967,356.044,null,80.414,null,null,87.163,73.782,64.103,null,PLCKERC857 G038.31+33.10,0
PLCKERC G246.30-27.80,246.308685,-27.808674,88.193062,-40.225666,3,null,null,null,null,null,null,411.799,null,null,null,null,null,null,65.356,null,0
PLCKERC G246.31+03.99,246.314209,3.994239,123.409813,-27.176954,4,null,null,null,null,null,1003.542,2967.113,null,null,null,null,null,106.891,377.045,null,0
PLCKERC G246.31+43.82,246.317917,43.829575,155.789993,-2.150453,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.34-18.17,246.345947,-18.171843,100.045731,-37.435387,2,null,null,null,null,null,null,563.942,null,null,null,null,null,null,79.489,null,0
PLCKERC G246.37+37.39,246.376801,37.393978,151.009506,-6.475526,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.39+64.17,246.397507,64.173065,171.102753,11.339999,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.59-23.54,246.595718,-23.543516,93.644882,-39.376297,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G038.38-11.13,0
PLCKERC G246.67+47.32,246.673950,47.321747,158.548141,0.006738,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G038.35-11.16,0
PLCKERC G246.70+25.40,246.708664,25.402891,141.986633,-14.557295,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G038.33-11.16,0
PLCKERC G246.71+57.86,246.718262,57.867661,166.408722,7.059529,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.78-03.88,246.781235,-3.880499,115.982651,-31.698896,1,null,null,null,null,null,746.529,null,null,null,null,null,null,117.509,null,null,0
PLCKERC G246.81-26.37,246.815735,-26.370436,90.164795,-40.321934,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.84-11.60,246.846786,-11.600790,107.798889,-35.319035,1,null,null,null,null,null,null,1067.622,null,null,null,null,null,null,138.563,null,0
PLCKERC G246.87-05.66,246.879929,-5.669693,114.194229,-32.657921,2,null,null,null,null,null,1551.836,5841.393,null,null,null,null,null,220.674,825.579,null,0
PLCKERC G246.97+53.15,246.973236,53.157051,162.994339,3.794553,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G246.98-12.25,246.983917,-12.257514,107.136841,-35.717682,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G247.04+22.69,247.043854,22.696312,140.037537,-16.530493,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G038.36+10.84,0
PLCKERC G247.04+80.13,247.048355,80.132835,184.099075,21.327482,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G038.34+10.85,0
PLCKERC G247.13-05.57,247.135193,-5.575981,114.437302,-32.835457,6,null,null,null,1313.762,1559.790,6018.632,24479.826,null,null,null,74.361,55.122,207.348,822.788,PLCKERC030 G038.40-45.60,0
PLCKERC G247.14-12.11,247.144791,-12.112287,107.380569,-35.799526,3,null,null,null,null,null,918.788,2484.273,null,null,null,null,null,136.806,383.228,null,0
PLCKERC G247.20-00.55,247.204391,-0.552790,119.576546,-30.368145,3,null,null,null,null,null,1470.580,4024.898,null,null,null,null,null,180.323,659.494,null,0
PLCKERC G247.34-02.92,247.347702,-2.921662,117.291016,-31.708916,1,null,null,null,null,null,null,4046.461,null,null,null,null,null,null,535.081,PLCKERC100 G038.43-45.58,0
PLCKERC G247.38+00.14,247.389236,0.147403,120.378616,-30.157160,1,null,null,null,null,null,null,3532.685,null,null,null,null,null,null,516.986,PLCKERC143 G038.42-45.59,0
PLCKERC G276.85+44.39,276.852234,44.399658,173.919205,-14.601820,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G276.87+35.96,276.876709,35.969639,170.265976,-22.288170,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G276.88-33.45,276.887451,-33.456837,80.743904,-66.708633,5,null,null,null,null,283.545,1253.203,5494.164,null,null,null,null,67.704,81.932,354.570,null,0
PLCKERC G276.90-11.34,276.904236,-11.345957,130.639404,-60.903912,1,null,null,null,null,236.927,null,null,null,null,null,null,31.342,null,null,PLCKERC545 G043.07-29.97,0
PLCKERC G276.92-46.74,276.920288,-46.745232,52.142471,-61.664368,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G043.07-29.98,0
PLCKERC G276.94+20.31,276.947998,20.314112,162.209885,-36.296524,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G277.02+30.42,277.029449,30.424942,167.766418,-27.349655,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G277.04-12.85,277.047729,-12.859192,128.235947,-61.897110,4,null,null,null,null,null,295.017,790.372,null,null,null,null,null,45.176,106.595,null,0
PLCKERC G277.05+12.40,277.055786,12.406399,157.101059,-43.164318,4,null,null,null,null,null,303.311,1146.933,null,null,null,null,null,42.834,161.150,null,0
PLCKERC G277.08+72.84,277.089111,72.842529,185.319016,11.502003,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G277.09-33.68,277.094177,-33.689083,80.093025,-66.841789,3,null,null,null,null,null,654.385,3085.813,null,null,null,null,null,99.810,396.791,null,0
PLCKERC G277.10-31.22,277.104340,-31.224127,86.356644,-67.134850,5,null,null,null,null,536.889,1024.324,3959.495,null,null,null,null,59.544,85.634,262.471,PLCKERC353 G043.11-34.54,0
PLCKERC G277.15-36.03,277.152374,-36.031040,74.297165,-66.393929,9,4669.920,4407.550,3111.758,2678.639,2329.914,3175.394,10611.706,63.998,116.908,149.842,87.904,105.868,276.721,1123.740,null,0
PLCKERC G277.23-35.24,277.239685,-35.245338,76.167587,-66.653168,3,null,null,null,null,null,512.654,1850.711,null,null,null,null,null,89.501,340.594,null,0
PLCKERC G277.27-00.03,277.275848,-0.036156,146.331268,-53.372490,3,null,null,null,null,null,null,8637.051,null,null,null,null,null,null,1638.221,null,0
PLCKERC G277.28+04.84,277.280151,4.842288,151.192368,-49.545181,4,null,null,null,null,null,654.201,2420.806,null,null,null,null,null,94.484,314.189,null,0
PLCKERC G277.30+09.27,277.309631,9.272931,155.007629,-45.931404,1,null,null,null,null,null,null,791.338,null,null,null,null,null,null,88.831,null,0
PLCKERC G277.32-31.27,277.323273,-31.279995,86.179955,-67.317833,2,null,null,null,null,null,766.053,null,null,null,null,null,null,119.841,null,null,0
PLCKERC G277.35-33.13,277.351562,-33.134613,81.408607,-67.140427,4,null,null,null,null,null,730.085,3073.450,null,null,null,null,null,123.773,458.601,null,0
PLCKERC G277.36+08.88,277.362000,8.888046,154.761871,-46.280369,2,null,null,null,null,null,null,781.797,null,null,null,null,null,null,120.058,null,0
PLCKERC G277.37+11.72,277.373474,11.725842,156.963638,-43.905766,4,null,null,null,null,null,308.417,881.837,null,null,null,null,null,40.441,71.163,null,0
PLCKERC G277.37+59.21,277.375366,59.211224,180.099655,-1.104300,3,null,null,null,null,null,null,898.425,null,null,null,null,null,null,98.647,null,0
PLCKERC G277.37-33.40,277.375793,-33.401909,80.720901,-67.119774,4,null,null,null,null,null,1200.121,4879.723,null,null,null,null,null,108.208,443.518,PLCKERC857 G043.12+68.36,0
PLCKERC G277.40-31.29,277.401062,-31.292925,86.134247,-67.383224,1,null,null,null,null,null,null,3744.333,null,null,null,null,null,null,476.560,null,0
PLCKERC G277.41-00.06,277.412689,-0.061386,146.479431,-53.480042,4,null,null,null,null,null,2734.788,8435.075,null,null,null,null,null,394.492,1383.626,null,0
PLCKERC G277.43+38.75,277.430450,38.753674,171.933823,-19.937807,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G277.46+54.84,277.463196,54.842804,178.463623,-5.156198,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G277.47-31.32,277.472260,-31.320984,86.049911,-67.441872,4,null,null,null,null,null,965.501,3862.270,null,null,null,null,null,147.022,551.029,null,0
PLCKERC G199.81+20.97,199.811813,20.971182,116.570885,20.599607,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G030.25+20.77,0
PLCKERC G199.84+30.86,199.849915,30.867558,126.617455,24.007488,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G030.26+20.77,0
PLCKERC G199.87+30.08,199.870575,30.080290,125.807442,23.740160,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G030.26+20.77,0
PLCKERC G199.87+00.93,199.876709,0.936050,97.670792,12.032212,4,null,null,null,null,null,4188.477,16972.771,null,null,null,null,null,248.302,894.797,null,0
PLCKERC G199.88-40.50,199.888519,-40.504990,61.317696,-8.247169,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G199.88-36.07,199.889267,-36.071644,65.223167,-6.092787,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.38-46.21,130.386551,-46.212563,18.228024,16.348129,2,null,null,null,null,null,519.422,1262.721,null,null,null,null,null,89.079,231.384,null,0
PLCKERC G130.43-47.05,130.432831,-47.055737,18.155209,15.507267,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.45-07.09,130.450897,-7.090209,25.949394,55.015331,4,null,null,null,null,null,1646.248,5500.271,null,null,null,null,null,258.482,731.479,null,0
PLCKERC G130.49-07.22,130.495056,-7.221392,25.977657,54.877975,3,null,null,null,null,null,1454.798,4277.059,null,null,null,null,null,175.532,615.056,PLCKERC857 G017.59-54.93,0
PLCKERC G130.51-04.22,130.510345,-4.221141,27.151812,57.806965,1,null,null,null,null,null,null,2160.876,null,null,null,null,null,null,431.448,null,0
PLCKERC G130.54+75.86,130.547958,75.867126,190.397644,41.115170,3,null,null,null,null,null,null,470.215,null,null,null,null,null,null,75.676,null,0
PLCKERC G130.66-38.00,130.669647,-38.001869,19.553179,24.467274,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC217 G017.63+00.15,0
PLCKERC G130.68-21.81,130.680908,-21.815136,22.332594,40.485779,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G017.63+00.15,0
PLCKERC G130.69-06.79,130.690872,-6.797185,26.463182,55.252708,4,null,null,null,null,null,895.516,3295.998,null,null,null,null,null,69.192,214.101,null,0
PLCKERC G130.69-23.31,130.695587,-23.313597,22.045515,39.003601,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.70+58.57,130.704956,58.571182,185.191788,58.091801,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.77-41.79,130.777527,-41.798729,19.104460,20.692169,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.78-14.31,130.788467,-14.316458,24.244644,47.859375,7,4947.512,4517.268,3961.181,3720.784,2811.424,2424.381,2054.607,77.068,167.929,195.053,105.906,91.770,87.990,115.601,null,0
PLCKERC G130.82-22.89,130.821716,-22.892849,22.278299,39.401028,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.87-35.92,130.873810,-35.920723,20.042412,26.507561,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.90-17.28,130.900055,-17.280024,23.634027,44.923897,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.90-42.32,130.907623,-42.323780,19.133413,20.158997,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.92-06.17,130.920532,-6.170531,27.095520,55.815479,4,null,null,null,null,null,855.222,2716.318,null,null,null,null,null,138.992,389.368,null,0
PLCKERC G130.93-46.35,130.937302,-46.358875,18.602373,16.155504,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.93-47.18,130.938690,-47.181339,18.493288,15.339769,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.94+79.90,130.944107,79.906242,191.104065,37.112534,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G130.98-50.05,130.985046,-50.059620,18.144728,12.481271,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.03-27.61,131.036011,-27.611212,21.599932,34.709778,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.07+62.19,131.071899,62.191288,186.324371,54.521900,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.14-15.29,131.142776,-15.294399,24.476664,46.835175,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.15-46.43,131.156281,-46.437847,18.747458,16.057463,2,null,null,null,null,null,null,1293.231,null,null,null,null,null,null,178.711,null,0
PLCKERC G131.20+57.17,131.201981,57.175304,184.052933,59.383755,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.20-47.99,131.209412,-47.994747,18.570824,14.509492,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.22-21.32,131.221542,-21.322775,23.093021,40.889164,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.31-07.88,131.317123,-7.885616,27.105186,54.055817,4,null,null,null,null,null,495.956,2103.223,null,null,null,null,null,73.746,226.712,null,0
PLCKERC G131.34-45.74,131.343246,-45.748516,18.977818,16.723156,2,null,null,null,null,null,null,3195.257,null,null,null,null,null,null,617.809,null,0
PLCKERC G131.35-32.82,131.353073,-32.826649,20.989004,29.512817,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.35-06.70,131.354187,-6.700574,27.627197,55.202286,1,null,null,null,null,null,646.701,null,null,null,null,null,null,95.256,null,null,0
PLCKERC G131.47+62.52,131.476669,62.523655,186.136505,54.156193,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.51-33.60,131.512634,-33.605118,21.005867,28.723125,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.56-63.86,131.563187,-63.868206,16.650318,-1.250863,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC100 G017.83+39.36,0
PLCKERC G131.57-07.94,131.577499,-7.949549,27.508347,53.935696,4,null,null,null,null,null,591.170,1881.861,null,null,null,null,null,81.674,216.080,null,0
PLCKERC G131.60-05.69,131.609528,-5.692170,28.484177,56.122986,2,null,null,null,null,null,null,1705.751,null,null,null,null,null,null,271.070,null,0
PLCKERC G131.63-06.59,131.638474,-6.594652,28.151838,55.239697,2,null,null,null,null,null,null,1962.307,null,null,null,null,null,null,217.762,null,0
PLCKERC G131.65-47.29,131.655151,-47.290504,18.977766,15.166308,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.67-45.55,131.673706,-45.550503,19.245478,16.887230,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G131.68-10.58,131.680496,-10.589128,26.706249,51.339348,1,null,null,null,null,null,null,1325.190,null,null,null,null,null,null,145.469,null,0
PLCKERC G131.70-16.11,131.708099,-16.111408,25.025509,45.929443,3,null,null,null,null,null,null,603.291,null,null,null,null,null,null,99.579,PLCKERC353 G017.84+12.76,0
PLCKERC G131.73-08.32,131.737061,-8.323514,27.624037,53.535549,5,null,null,null,null,447.898,1908.941,6425.792,null,null,null,null,83.799,243.776,871.643,null,0
PLCKERC G131.76-05.63,131.762405,-5.631896,28.775280,56.144474,1,null,null,null,null,null,620.041,null,null,null,null,null,null,84.713,null,null,0
PLCKERC G131.76-10.19,131.763885,-10.194787,26.973436,51.706223,2,null,null,null,null,null,null,1629.820,null,null,null,null,null,null,112.820,null,0
PLCKERC G131.77-17.88,131.778458,-17.883850,24.634649,44.177341,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G153.34-09.06,153.346848,-9.062757,56.268116,43.322441,3,null,null,null,null,null,null,2679.901,null,null,null,null,null,null,370.817,PLCKERC143 G023.01+42.17,0
PLCKERC G153.35+11.36,153.354782,11.364551,79.919388,57.378696,2,null,null,null,null,null,null,2549.842,null,null,null,null,null,null,486.287,PLCKERC217 G022.99+42.17,0
PLCKERC G153.35-08.00,153.356644,-8.002832,57.193508,44.144920,4,null,null,null,null,null,1276.168,4231.556,null,null,null,null,null,152.624,436.088,null,0
PLCKERC G153.39+01.39,153.390732,1.394396,66.631310,51.080837,1,null,null,null,null,null,1402.824,null,null,null,null,null,null,202.263,null,null,0
PLCKERC G153.44-01.11,153.442810,-1.110055,63.930386,49.268539,2,null,null,null,null,null,1673.788,5678.162,null,null,null,null,null,182.701,736.641,null,0
PLCKERC G153.44-52.54,153.449707,-52.546646,30.948645,5.984509,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G153.50+01.38,153.509048,1.389466,66.756462,50.992397,4,null,null,null,null,null,1479.563,5271.570,null,null,null,null,null,200.092,530.802,null,0
