name,glon,glat,ra,dec,nband,flux1,flux2,flux3,flux4,flux5,flux6,flux7,flux_err1,flux_err2,flux_err3,flux_err4,flux_err5,flux_err6,flux_err7,ercsc_name,note
PLCKERC G330.17-73.57,330.173187,-73.573929,2.925015,-41.386005,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.25-17.47,330.252899,-17.473181,267.628876,-63.016514,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.26-30.27,330.265411,-30.271227,296.849060,-65.877914,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.48-41.05,330.487579,-41.051651,321.573517,-63.442177,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.52-62.39,330.525543,-62.397289,353.221344,-50.313072,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.54-40.11,330.540619,-40.118469,319.594208,-63.755123,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.57-39.30,330.571869,-39.308319,317.849518,-64.014313,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.58+12.87,330.583466,12.871907,230.247131,-41.831978,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G049.53-16.34,0
PLCKERC G330.61+80.27,330.613586,80.271477,197.606033,18.436266,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.70-11.63,330.704224,-11.630887,257.558350,-59.680843,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G049.52-16.34,0
PLCKERC G330.74-51.93,330.740570,-51.936779,340.392548,-57.601868,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.78-09.81,330.788300,-9.818114,254.794235,-58.549175,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.86-20.76,330.868500,-20.768486,274.920746,-63.749901,4,1085.274,1448.951,null,804.179,411.741,null,null,65.604,159.578,null,95.380,70.879,null,null,null,0
PLCKERC G330.87+38.53,330.873352,38.535717,215.715012,-19.325436,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G330.88-00.37,330.880371,-0.373651,242.592819,-52.105724,4,null,null,null,null,null,34136.074,143708.484,null,null,null,null,null,4241.529,17292.475,null,0
PLCKERC G330.95-00.19,330.956818,-0.191835,242.483643,-51.920280,7,null,null,15423.329,18018.123,18113.559,34721.453,131107.438,null,null,2671.588,1344.340,1493.253,3901.131,14577.351,null,0
PLCKERC G330.99-48.31,330.997314,-48.310966,334.615112,-59.635803,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.13-31.95,331.131561,-31.959929,300.844177,-65.069931,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G049.53-16.28,0
PLCKERC G331.13-00.48,331.138550,-0.486349,243.025101,-52.012318,3,null,null,null,null,null,29773.580,123155.812,null,null,null,null,null,3955.299,14959.835,PLCKERC857 G049.52-16.27,0
PLCKERC G331.25-22.96,331.251068,-22.966187,279.932739,-64.064995,3,null,null,null,null,null,null,767.163,null,null,null,null,null,null,101.592,null,0
PLCKERC G331.28+01.06,331.281372,1.068036,241.510178,-50.770088,2,null,null,null,null,null,17488.758,61513.297,null,null,null,null,null,1580.161,5699.155,null,0
PLCKERC G331.29-50.13,331.294373,-50.135975,337.299744,-58.427132,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.44+25.36,331.442535,25.369608,222.981155,-30.748436,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.49-67.79,331.493469,-67.798172,357.826141,-45.852589,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.51-00.09,331.515747,-0.099207,243.042374,-51.471920,9,149343.641,92347.961,45342.465,45246.230,37789.617,72866.664,303228.875,4463.168,3478.015,2368.148,1294.029,1334.020,4122.268,20488.008,null,0
PLCKERC G331.52+09.35,331.521240,9.353331,234.040771,-44.184925,1,null,null,null,null,null,null,1114.233,null,null,null,null,null,null,146.780,null,0
PLCKERC G331.53+38.16,331.539032,38.161350,216.387436,-19.427029,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.55-39.32,331.552826,-39.324810,317.327667,-63.291405,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G049.54-49.39,0
PLCKERC G331.60+30.97,331.608765,30.970943,220.047653,-25.775656,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.65-01.56,331.653351,-1.563505,244.848953,-52.432972,1,null,null,null,null,null,6129.326,null,null,null,null,null,null,680.184,null,null,0
PLCKERC G331.74+07.02,331.741516,7.022815,236.282715,-45.908497,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.75+13.42,331.753082,13.421840,231.092545,-40.738293,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G331.83-52.05,331.833160,-52.057819,339.792328,-57.000172,7,1988.950,2025.235,1331.352,1019.806,800.323,596.173,384.981,59.406,125.548,127.626,64.726,37.360,40.876,51.653,null,0
PLCKERC G331.89-01.18,331.890930,-1.189915,244.698273,-52.000008,1,null,null,null,null,null,9223.980,null,null,null,null,null,null,696.206,null,PLCKERC217 G049.59+06.03,0
PLCKERC G331.90+20.66,331.907104,20.663393,226.263809,-34.582676,1,null,null,null,null,368.706,null,null,null,null,null,null,50.443,null,null,PLCKERC353 G049.57+06.04,0
PLCKERC G331.98-62.31,331.986176,-62.319435,352.346100,-49.925400,5,599.224,null,null,569.365,493.898,434.481,482.985,72.425,null,null,58.525,43.945,45.135,58.362,null,0
PLCKERC G332.01-07.75,332.017761,-7.759254,253.165298,-56.324940,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.02+07.38,332.020081,7.380257,236.278687,-45.456676,2,null,null,null,null,null,832.211,null,null,null,null,null,null,115.759,null,null,0
PLCKERC G332.04-24.46,332.047638,-24.464968,283.632935,-63.709145,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.06-32.41,332.067413,-32.415443,301.775970,-64.247879,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.07+37.98,332.075775,37.984509,216.871643,-19.391901,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.11+07.40,332.117340,7.405643,236.364471,-45.377155,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.12-33.22,332.123352,-33.221531,303.610931,-64.130714,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.13-24.09,332.134521,-24.093143,282.854187,-63.551380,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.14-00.44,332.147064,-0.445717,244.157928,-51.287964,2,null,null,9124.918,null,11073.253,null,null,null,null,1482.481,null,754.218,null,null,PLCKERC545 G049.56+68.11,0
PLCKERC G332.15-51.72,332.153137,-51.721992,339.081818,-57.047352,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G049.58+68.11,0
PLCKERC G332.20+33.19,332.208038,33.190609,219.380371,-23.580866,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G332.22-26.14,332.223175,-26.147507,287.444183,-63.858437,4,null,null,null,null,null,410.853,1762.013,null,null,null,null,null,53.047,136.830,null,0
PLCKERC G332.29+02.27,332.294220,2.277739,241.425232,-49.193584,1,null,null,null,null,null,7349.515,null,null,null,null,null,null,880.685,null,null,0
PLCKERC G332.39+02.46,332.399109,2.469434,241.349014,-48.980896,4,null,null,null,null,2495.378,9773.133,44944.859,null,null,null,null,205.296,841.427,3553.346,null,0
PLCKERC G177.24-86.78,177.242477,-86.781380,15.748787,-25.221123,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G177.28-01.32,177.281433,-1.327671,83.444763,30.531727,6,null,null,null,1317.058,948.001,3562.511,13085.138,null,null,null,87.951,69.342,307.529,1177.724,null,0
PLCKERC G177.28-24.00,177.284988,-24.003372,63.689407,16.758062,3,null,null,null,null,null,511.789,1360.868,null,null,null,null,null,91.680,216.070,null,0
PLCKERC G177.29-81.99,177.295578,-81.990005,19.889874,-22.288998,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC217 G027.21+15.73,0
PLCKERC G177.31-09.08,177.312485,-9.087186,76.212067,26.091488,1,null,null,null,null,null,null,2423.707,null,null,null,null,null,null,396.442,PLCKERC353 G027.20+15.75,0
PLCKERC G177.34-49.23,177.344025,-49.231068,44.936363,-0.408277,1,913.983,null,null,null,null,null,null,85.027,null,null,null,null,null,null,null,0
PLCKERC G177.35+58.37,177.357956,58.370544,158.274918,41.282566,8,1991.737,1772.171,1536.275,1322.040,1013.897,902.010,645.886,63.793,141.771,144.569,68.014,37.204,48.999,65.583,null,0
PLCKERC G177.37+04.88,177.372040,4.887557,89.775146,33.679298,4,null,null,null,null,null,1135.521,3388.909,null,null,null,null,null,153.392,542.554,null,0
PLCKERC G177.37-61.30,177.376724,-61.306171,36.136299,-8.714635,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G177.39-38.78,177.399490,-38.787235,52.558544,6.749351,4,null,null,null,null,null,394.635,1419.842,null,null,null,null,null,66.806,204.429,null,0
PLCKERC G177.43-39.23,177.437546,-39.235210,52.250050,6.421263,4,null,null,null,null,null,694.186,2242.408,null,null,null,null,null,82.890,323.209,null,0
PLCKERC G111.64-56.07,111.644005,-56.077705,6.550686,6.239982,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G111.73-02.13,111.731178,-2.130268,350.843964,58.813152,8,191030.266,131863.172,101118.516,80734.344,59378.016,43500.730,35180.379,791.014,778.419,943.486,422.860,591.972,1145.856,1971.493,PLCKERC353 G013.40-31.17,0
PLCKERC G111.85-01.46,111.859474,-1.460772,350.641876,59.486893,3,null,null,null,null,null,4238.624,13494.552,null,null,null,null,null,367.420,1557.618,null,0
PLCKERC G111.95-02.59,111.952339,-2.592721,351.537048,58.449100,2,null,null,null,null,null,3207.649,9682.156,null,null,null,null,null,412.978,1379.611,null,0
PLCKERC G111.99-46.72,111.997482,-46.721790,5.104390,15.490311,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G013.54-26.10,0
PLCKERC G112.00-22.37,112.003716,-22.374371,359.750305,39.382084,2,null,null,null,581.970,433.942,null,null,null,null,null,98.939,51.606,null,null,PLCKERC857 G013.52-26.10,0
PLCKERC G112.03-39.83,112.035721,-39.836285,3.835222,22.270515,2,null,null,null,null,null,null,696.850,null,null,null,null,null,null,104.088,null,0
PLCKERC G112.15-60.33,112.150536,-60.336433,7.543989,2.089480,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.17+70.50,112.176041,70.506058,198.020782,46.188629,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.21-01.81,112.218895,-1.811802,351.535278,59.274197,2,null,null,null,null,null,2742.788,8730.315,null,null,null,null,null,328.163,1086.840,null,0
PLCKERC G112.22-02.16,112.221054,-2.162268,351.759216,58.943115,1,null,null,null,null,null,3319.714,null,null,null,null,null,null,211.624,null,null,0
PLCKERC G112.24-41.63,112.241730,-41.634731,4.345995,20.529066,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.24-45.42,112.246712,-45.421719,5.046464,16.800650,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.26-21.33,112.261589,-21.339735,359.761627,40.444000,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G013.63-30.48,0
PLCKERC G112.42+75.10,112.421936,75.106819,196.460953,41.726143,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.42-21.28,112.423515,-21.285288,359.939911,40.529617,1,null,null,null,null,null,null,1340.497,null,null,null,null,null,null,214.751,null,0
PLCKERC G112.44-02.31,112.444420,-2.319029,352.265289,58.865185,1,null,null,null,null,null,2620.811,null,null,null,null,null,null,434.859,null,null,0
PLCKERC G112.50-21.27,112.504211,-21.278650,0.034741,40.552097,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.57-21.29,112.574097,-21.291370,0.122047,40.553429,3,null,null,null,null,null,496.233,1516.980,null,null,null,null,null,69.459,257.326,null,0
PLCKERC G112.62-39.46,112.626572,-39.461639,4.247973,22.719841,3,null,null,null,null,null,null,644.615,null,null,null,null,null,null,108.996,null,0
PLCKERC G112.62-27.82,112.629250,-27.821629,1.838503,34.166656,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.65-15.83,112.651970,-15.834029,358.578217,45.894390,1,null,null,null,null,420.500,null,null,null,null,null,null,51.379,null,null,null,0
PLCKERC G112.69-01.67,112.690598,-1.671174,352.325928,59.557487,4,null,null,null,null,null,3648.790,14527.459,null,null,null,null,null,609.390,2253.536,null,0
PLCKERC G112.76-01.82,112.764885,-1.827071,352.560333,59.432362,6,null,null,null,905.798,1440.283,5518.245,21737.238,null,null,null,134.727,118.745,407.784,1599.896,null,0
PLCKERC G112.86-40.98,112.862656,-40.987968,4.718988,21.246269,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G112.90+58.67,112.908020,58.670261,202.608765,57.692608,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G189.77-17.70,189.775009,-17.706221,76.108376,11.228806,4,null,null,null,null,null,840.875,3005.357,null,null,null,null,null,117.496,377.339,null,0
PLCKERC G189.77-15.63,189.777786,-15.636340,77.877571,12.362506,2,null,null,null,null,null,null,1433.034,null,null,null,null,null,null,265.973,null,0
PLCKERC G121.46-08.18,121.467003,-8.189283,10.352566,54.653942,4,null,null,null,null,null,944.587,3453.776,null,null,null,null,null,126.421,480.483,null,0
PLCKERC G121.49-07.21,121.494522,-7.215473,10.333050,55.628071,1,null,null,null,null,null,774.297,null,null,null,null,null,null,122.152,null,null,0
PLCKERC G121.52-20.98,121.526413,-20.983946,11.097152,41.868568,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.55-47.67,121.555840,-47.679550,11.899540,15.181939,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.57-47.92,121.571388,-47.921940,11.915878,14.939840,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.57-09.27,121.574707,-9.279707,10.603626,53.568264,4,null,null,null,null,null,905.637,2875.913,null,null,null,null,null,106.234,344.023,PLCKERC857 G015.31-38.45,0
PLCKERC G121.61+60.23,121.612175,60.237816,194.058395,56.878143,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.62-52.80,121.622139,-52.808323,12.055432,10.055248,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.66-08.57,121.667931,-8.572254,10.718410,54.278477,2,null,null,null,null,null,null,1644.154,null,null,null,null,null,null,324.227,null,0
PLCKERC G121.67-44.86,121.677010,-44.866058,11.924332,17.996576,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.69-05.67,121.691643,-5.678842,10.582519,57.170971,1,null,null,null,null,437.443,null,null,null,null,null,null,63.761,null,null,PLCKERC545 G015.33+40.80,0
PLCKERC G121.70-09.05,121.705505,-9.053998,10.808626,53.798218,2,null,null,null,null,null,842.111,2345.052,null,null,null,null,null,118.214,395.248,null,0
PLCKERC G121.72-07.01,121.725143,-7.010907,10.725995,55.840847,3,null,null,null,null,null,1040.315,3579.588,null,null,null,null,null,183.718,606.744,null,0
PLCKERC G121.73-10.42,121.736366,-10.429885,10.931127,52.423958,4,null,null,null,null,null,1062.266,3732.271,null,null,null,null,null,140.566,528.898,null,0
PLCKERC G121.77-64.28,121.771263,-64.282372,12.355702,-1.415160,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.79-07.90,121.791992,-7.906520,10.893270,54.947823,1,null,null,null,null,null,null,4562.646,null,null,null,null,null,null,870.903,null,0
PLCKERC G121.83-52.18,121.835052,-52.186710,12.175177,10.679209,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.83-09.71,121.836090,-9.710209,11.058403,53.146214,3,null,null,null,null,null,940.359,2996.641,null,null,null,null,null,106.101,459.128,null,0
PLCKERC G121.83-43.09,121.839531,-43.094555,12.011844,19.770002,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.84-52.43,121.841125,-52.432014,12.183262,10.434006,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.86-08.76,121.861320,-8.767770,11.055303,54.088978,1,null,null,null,null,null,752.833,null,null,null,null,null,null,142.524,null,null,0
PLCKERC G121.88-10.42,121.881126,-10.424045,11.164246,52.433868,2,null,null,null,null,null,null,3822.937,null,null,null,null,null,null,727.131,null,0
PLCKERC G121.89-45.81,121.894981,-45.815495,12.103556,17.050169,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G015.37-37.78,0
PLCKERC G121.89-10.06,121.899529,-10.064416,11.178285,52.793854,2,null,null,null,null,null,799.385,null,null,null,null,null,null,137.770,null,null,0
PLCKERC G121.90-48.88,121.901619,-48.880783,12.161249,13.985381,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.92-07.65,121.929047,-7.651834,11.117448,55.206348,5,null,null,null,null,529.486,2279.106,8263.532,null,null,null,null,63.778,212.256,744.777,null,0
PLCKERC G121.93+58.77,121.936424,58.777870,193.842682,58.342777,3,null,null,null,null,null,null,258.253,null,null,null,null,null,null,47.935,PLCKERC545 G015.53-75.66,0
PLCKERC G121.96-46.03,121.968857,-46.032177,12.160951,16.834347,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G015.44-75.68,0
PLCKERC G121.96-61.75,121.968987,-61.753819,12.403693,1.114521,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.97-20.67,121.975906,-20.678480,11.652376,42.184307,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G121.99-07.07,121.999893,-7.077104,11.214520,55.782738,6,null,null,null,1182.466,1818.182,7065.424,28179.516,null,null,null,80.604,71.245,401.519,1541.940,null,0
PLCKERC G122.01-07.49,122.018837,-7.490870,11.266307,55.369583,4,null,null,null,null,null,1681.316,5195.413,null,null,null,null,null,195.950,652.227,null,0
PLCKERC G122.02-03.80,122.026901,-3.800294,11.102944,59.059109,1,null,null,null,null,null,null,2341.076,null,null,null,null,null,null,343.110,null,0
PLCKERC G122.03-10.99,122.038605,-10.997984,11.439369,51.863914,3,null,null,null,null,null,1161.246,3928.573,null,null,null,null,null,168.076,521.871,null,0
PLCKERC G122.12+58.34,122.123123,58.348434,193.678177,58.774673,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G122.15-10.38,122.154755,-10.389580,11.604435,52.474594,2,null,null,null,null,null,1313.676,null,null,null,null,null,null,236.293,null,PLCKERC353 G015.56+13.30,0
PLCKERC G122.21-10.24,122.219376,-10.249463,11.704577,52.615894,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G015.56+13.31,0
PLCKERC G122.25-07.23,122.254616,-7.230137,11.669042,55.635349,4,null,null,null,null,null,2320.928,8167.583,null,null,null,null,null,177.578,680.792,null,0
PLCKERC G122.32-72.37,122.323860,-72.371147,12.672771,-9.500277,3,null,null,null,905.837,630.100,504.813,null,null,null,null,83.597,54.118,53.308,null,null,0
PLCKERC G122.35-11.20,122.352966,-11.208669,11.943975,51.658966,4,null,null,null,null,null,1068.400,3112.377,null,null,null,null,null,98.013,300.554,null,0
PLCKERC G122.38-71.35,122.385414,-71.357376,12.682851,-8.486376,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC217 G015.73+15.65,0
PLCKERC G122.38+72.14,122.388268,72.146889,193.095108,44.980366,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G015.74+15.66,0
PLCKERC G122.41-10.02,122.410919,-10.022058,12.009979,52.846252,4,null,null,null,null,null,766.339,2611.234,null,null,null,null,null,95.601,328.291,null,0
PLCKERC G122.48-11.40,122.482666,-11.406419,12.152625,51.462864,2,null,null,null,null,null,null,1621.118,null,null,null,null,null,null,208.224,null,0
PLCKERC G143.81+56.71,143.815094,56.715965,171.881149,56.878773,3,null,null,null,null,null,null,405.970,null,null,null,null,null,null,59.604,PLCKERC353 G020.58+05.66,0
PLCKERC G143.82-01.56,143.825180,-1.564978,51.236938,54.955357,7,3976.980,null,null,1722.122,2130.443,7478.620,28379.490,126.214,null,null,92.095,124.323,464.469,1748.291,PLCKERC857 G020.60+05.65,0
PLCKERC G143.83-04.67,143.832016,-4.678289,48.430965,52.323090,1,null,null,null,null,null,null,2880.363,null,null,null,null,null,null,358.199,null,0
PLCKERC G143.83-01.29,143.833969,-1.293742,51.512306,55.176224,2,null,null,null,null,null,2004.104,7104.378,null,null,null,null,null,371.561,1314.997,null,0
PLCKERC G143.84-34.77,143.846512,-34.777317,31.737022,25.009106,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G143.87-21.53,143.877853,-21.533861,37.565006,37.285805,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G143.91-29.37,143.919281,-29.376295,33.989948,30.027815,3,null,null,null,null,null,null,672.949,null,null,null,null,null,null,99.145,null,0
PLCKERC G143.92-55.07,143.924606,-55.079605,24.756031,5.840801,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G143.95-47.09,143.953766,-47.094753,27.398455,13.389400,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G143.97+61.46,143.977356,61.467426,176.347076,52.878376,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.00-17.53,144.002609,-17.539917,39.820347,40.877964,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.01-07.20,144.018204,-7.206137,46.632092,50.052826,1,null,null,null,null,null,698.657,null,null,null,null,null,null,102.352,null,null,0
PLCKERC G144.04-66.13,144.042908,-66.134621,21.266520,-4.650875,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G020.70+23.44,0
PLCKERC G144.13-01.09,144.130356,-1.090424,52.141609,55.178814,1,null,null,null,null,null,1856.142,null,null,null,null,null,null,234.557,null,null,0
PLCKERC G144.15-04.98,144.153595,-4.986890,48.614750,51.892761,4,null,null,null,null,null,1562.948,6418.300,null,null,null,null,null,164.927,660.199,null,0
PLCKERC G144.15-50.79,144.154907,-50.792103,26.289526,9.852674,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.19-50.74,144.194107,-50.747738,26.328035,9.886483,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.21-32.08,144.218552,-32.088879,33.130745,27.409294,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.27-06.57,144.272018,-6.578681,47.467003,50.467922,4,null,null,null,null,null,1524.300,4471.736,null,null,null,null,null,215.458,657.626,PLCKERC044 G020.71-00.10,0
PLCKERC G144.27-50.48,144.278366,-50.484241,26.467175,10.117812,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC070 G020.71-00.10,0
PLCKERC G144.29-53.89,144.295044,-53.898247,25.345472,6.889009,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC100 G020.74-00.08,0
PLCKERC G144.31-03.29,144.313126,-3.292316,50.319973,53.242939,4,null,null,null,null,null,2056.023,7710.649,null,null,null,null,null,251.738,897.590,PLCKERC143 G020.74-00.08,0
PLCKERC G144.32-24.62,144.324280,-24.620527,36.521652,34.289104,1,924.828,null,null,null,null,null,null,78.266,null,null,null,null,null,null,PLCKERC217 G020.74-00.07,0
PLCKERC G144.32-19.49,144.326874,-19.494911,39.112473,38.974823,3,null,null,null,null,null,null,463.412,null,null,null,null,null,null,67.826,PLCKERC353 G020.74-00.06,0
PLCKERC G144.33-06.67,144.338486,-6.676207,47.478298,50.350368,1,null,null,null,799.466,null,null,null,null,null,null,82.139,null,null,null,PLCKERC545 G020.74-00.06,0
PLCKERC G144.35-01.28,144.358063,-1.280920,52.281914,54.893059,1,null,null,null,null,null,1915.823,null,null,null,null,null,null,271.516,null,PLCKERC857 G020.74-00.07,0
PLCKERC G144.36-04.14,144.365555,-4.149790,49.628578,52.492058,1,null,null,null,null,null,962.510,null,null,null,null,null,null,136.468,null,null,0
PLCKERC G144.37-59.70,144.371155,-59.704906,23.487904,1.385457,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.38-41.01,144.384613,-41.018829,29.828693,19.008247,3,null,null,null,null,null,null,657.279,null,null,null,null,null,null,105.690,null,0
PLCKERC G144.38+58.98,144.386978,58.981613,173.750122,54.847370,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.42-07.02,144.420166,-7.025329,47.310310,50.008476,4,null,null,null,null,null,843.322,2408.267,null,null,null,null,null,96.278,250.996,null,0
PLCKERC G144.45-55.10,144.451370,-55.101131,25.035641,5.722676,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.45+55.34,144.456345,55.349285,169.838715,57.762100,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G020.78+58.17,0
PLCKERC G144.47-11.61,144.472198,-11.618571,44.022614,45.974926,2,null,null,null,null,null,null,1142.012,null,null,null,null,null,null,104.656,null,0
PLCKERC G144.55+65.50,144.551071,65.504555,179.314941,49.287483,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G144.57-01.19,144.570023,-1.194683,52.670158,54.843765,1,null,null,null,null,null,2173.960,null,null,null,null,null,null,310.756,null,PLCKERC545 G020.98+04.53,0
PLCKERC G144.57+59.58,144.573547,59.585300,174.201599,54.295078,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G020.99+04.52,0
PLCKERC G038.41-45.60,38.411606,-45.601917,326.594849,-15.446475,5,642.474,null,null,442.090,374.655,465.293,null,79.787,null,null,72.854,45.433,37.428,null,null,0
PLCKERC G038.44-44.99,38.448116,-44.990211,326.022827,-15.181015,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G038.48-14.71,38.489727,-14.718210,298.462463,-1.861447,3,null,null,null,null,null,471.032,1619.083,null,null,null,null,null,82.028,216.605,PLCKERC070 G003.19+00.43,0
PLCKERC G038.51-46.10,38.513462,-46.102757,327.101654,-15.578322,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC100 G003.19+00.47,0
PLCKERC G038.54-32.83,38.542374,-32.839691,314.740662,-10.030432,3,null,null,null,null,null,null,658.154,null,null,null,null,null,null,89.566,null,0
PLCKERC G038.65+32.51,38.653984,32.514675,255.184464,18.658329,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC217 G003.16+00.40,0
PLCKERC G038.66+84.14,38.660557,84.144142,199.434830,27.559399,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
